method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
/root/cv/FaceLock/celeba_hq_multi/protected_edited/eps0,0.2678074583411217,0.2874230816960335,0.38840536773204803,0.2808733507990837,0.27068696916103363,0.29264774918556213,0.25360263139009476,0.2993119090795517,0.2630816102027893,0.30298289805650713,0.3399283856153488,0.28263984322547914,0.3138370797038078,0.2792996853590012,0.2890380546450615,0.30576480031013487,0.2931163564324379,0.29115382581949234,0.3272667407989502,0.2873469054698944,0.3266287177801132,0.3560170531272888,0.2895288676023483,0.49861379265785216,0.340162393450737,0.30908662110567087
