method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
clean,0.9085147023200989,0.6800603747367859,0.7648490905761719,0.826483428478241,0.816924637556076,0.8722776234149933,0.7903387069702148,0.8030057072639465,0.9550011813640594,0.7318235814571381,0.8316835403442383,0.9422353148460388,0.6897908210754394,0.8412169754505158,0.9299604952335357,0.8546083450317383,0.835679966211319,0.8855105996131897,0.9222879886627198,0.9386719048023224,0.8877387285232544,0.9262584030628205,0.9612261116504669,0.8094906806945801,0.9080599993467331,0.8525479563474656
/root/cv/FaceLock/celeba_hq_multi/protected_edited/eps0,0.8943730890750885,0.664017179608345,0.6650104433298111,0.8563101291656494,0.8039456665515899,0.894216901063919,0.7851344406604767,0.8120662450790406,0.9321432828903198,0.6603227436542511,0.8539030730724335,0.9055748105049133,0.6123831510543823,0.8047247409820557,0.9301823854446412,0.84245964884758,0.7676470339298248,0.8948006987571716,0.8890925347805023,0.9243388116359711,0.9168472170829773,0.9036587238311767,0.9341557323932648,0.605039170384407,0.8549826800823211,0.8242932213544846
