method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
clean,0.13878289610147476,0.1405813552439213,0.0941784456372261,0.20525328814983368,0.17345171868801118,0.11066338382661342,0.13627878986299038,0.156694383174181,0.08150359857827424,0.17819622606039048,0.1163973705843091,0.14297029078006745,0.13427866995334625,0.18366105407476424,0.09590478669852018,0.17300681322813033,0.10460744872689247,0.116981989890337,0.04798632222227752,0.08880789782851935,0.08660822259262205,0.04762727813795209,0.05937967412173748,0.100467748939991,0.0679561872035265,0.11928903361223638
/root/cv/FaceLock/celeba_hq_multi/protected_edited/eps0,0.11948338970541954,0.1370061919093132,0.0861800916492939,0.21186882257461548,0.1692263215780258,0.08980960883200169,0.11087690852582455,0.14282649084925653,0.07593312244862319,0.16774202585220338,0.11998312026262284,0.1358396217226982,0.1368136838078499,0.17604471743106842,0.09244360961019993,0.16294950619339943,0.0958064328879118,0.10894266813993454,0.08889627028256655,0.07231021523475648,0.0812398694921285,0.0440099542029202,0.07420790698379279,0.10934430696070194,0.0733248527161777,0.11532438839413225
