method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
clean,0.9339249134063721,0.6705915331840515,0.9742676615715027,0.9526220560073853,0.8984813094139099,0.958676278591156,0.8652427792549133,0.9804754853248596,0.9783997535705566,0.8461642861366272,0.6164710521697998,0.9815376400947571,0.5585598945617676,0.8281236290931702,0.5878539085388184,0.9376379251480103,0.48375338315963745,0.9840388894081116,0.9695900678634644,0.9773263931274414,0.947090208530426,0.9785923957824707,0.9747065305709839,0.879525899887085,0.9829932451248169,0.8698658847808838
/root/cv/FaceLock/celeba_hq_multi/protected_edited/eps0,0.8645240664482117,0.07712279260158539,0.303533673286438,0.9029762744903564,0.8404773473739624,0.8767858147621155,0.8354277610778809,0.8604417443275452,0.8978233933448792,0.6778780221939087,0.8520990610122681,0.9016265869140625,0.014704158529639244,0.7914485931396484,0.8904155492782593,0.5467298030853271,0.2517748475074768,0.8979101181030273,0.841640055179596,0.8927554488182068,0.8852318525314331,0.809363842010498,0.880460798740387,0.033532679080963135,0.9093566536903381,0.7014416375011205
