method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
/root/cv/cv_facelock/celeba_hq_multi/protected_edited/eps0,27.11208152770996,24.06450080871582,22.543262481689453,28.425504684448242,29.57733917236328,26.349384307861328,25.17414093017578,29.79481315612793,30.997879028320312,28.27206039428711,16.030017852783203,20.69390296936035,17.8306884765625,24.934526443481445,22.714874267578125,26.672138214111328,22.636127471923828,27.849660873413086,24.930938720703125,27.67707061767578,17.746326446533203,17.975317001342773,23.668338775634766,11.802312850952148,28.487110137939453,24.158412704467775
