method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
clean,0.14782783389091492,0.1555800437927246,0.1786133497953415,0.1989426612854004,0.17636558413505554,0.13627363741397858,0.15589042007923126,0.18151822686195374,0.07269846647977829,0.17203164100646973,0.07172559201717377,0.12423460930585861,0.11399538815021515,0.20662015676498413,0.05712303891777992,0.2166103720664978,0.11637237668037415,0.0942697674036026,0.03269690275192261,0.11135787516832352,0.1339397132396698,0.045927826315164566,0.11156949400901794,0.16867785155773163,0.1587604582309723,0.13358493149280548
/root/cv/cv_facelock/celeba_hq_multi/protected_edited/eps0,0.1614113301038742,0.15589696168899536,0.1528385579586029,0.22886012494564056,0.18230819702148438,0.11154448986053467,0.14438572525978088,0.16812852025032043,0.08451803028583527,0.17396007478237152,0.08748608827590942,0.10601209104061127,0.12060025334358215,0.20939543843269348,0.1247970387339592,0.21477589011192322,0.12044867128133774,0.10589375346899033,0.0757838636636734,0.18192815780639648,0.09283924102783203,0.05018186196684837,0.1857946813106537,0.12817996740341187,0.10116472840309143,0.13876534953713418
