method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,mean
clean,0.24849462509155273,0.16857919096946716,0.08881184458732605,0.2160969376564026,0.15391770005226135,0.07576493918895721,0.1878795623779297,0.1526603102684021,0.1163688451051712,0.19336333870887756,0.05753236263990402,0.15086087787693198
/root/cv/cv_facelock/output/protected_edited/eps0,0.242453932762146,0.17615988850593567,0.0840214267373085,0.21956755220890045,0.15095478296279907,0.0485178641974926,0.18189992010593414,0.1782330423593521,0.14336204528808594,0.1895962357521057,0.06289312988519669,0.1525145291604779
