method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,mean
/root/cv/cv_facelock/output/protected_edited/eps0,0.12575247883796692,0.12336592376232147,0.2320978045463562,0.1293889880180359,0.12538622319698334,0.12760356068611145,0.13411913812160492,0.18733400106430054,0.11795328557491302,0.1310095638036728,0.17242054641246796,0.14603922854770313
