method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,mean
/root/cv/cv_facelock/output/protected_edited/eps0,33.17161560058594,33.64339065551758,20.617752075195312,33.807952880859375,31.76291847229004,34.50996017456055,33.496070861816406,24.814449310302734,35.52717590332031,27.49018096923828,24.00535011291504,30.258801546963777
