method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,mean
/root/cv/cv_facelock/output/protected_edited/eps0,0.913963794708252,0.9363638758659363,0.8061984181404114,0.911372184753418,0.9163802266120911,0.9107849597930908,0.9092032313346863,0.8528649210929871,0.9219467639923096,0.9112129807472229,0.8459517359733582,0.8942039175467058
