method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
/root/cv/cv_facelock/celeba_hq_multi/protected_edited/eps0,0.2872835397720337,0.4507579207420349,0.4719117283821106,0.2897648513317108,0.2928021550178528,0.31336915493011475,0.2793425917625427,0.28803950548171997,0.2795628309249878,0.31386318802833557,0.39809978008270264,0.3163548409938812,0.42516565322875977,0.3233426809310913,0.34232139587402344,0.3645137548446655,0.30009549856185913,0.29797863960266113,0.35771042108535767,0.43345001339912415,0.4156494438648224,0.6644298434257507,0.4249001741409302,0.6860559582710266,0.28544336557388306,0.3720883572101593
