method,prompt0,prompt1,prompt2,prompt3,prompt4,prompt5,prompt6,prompt7,prompt8,prompt9,prompt10,prompt11,prompt12,prompt13,prompt14,prompt15,prompt16,prompt17,prompt18,prompt19,prompt20,prompt21,prompt22,prompt23,prompt24,mean
clean,0.835402250289917,0.6279160380363464,0.9327954649925232,0.8590589165687561,0.8405632972717285,0.9323020577430725,0.7414124011993408,0.9215347170829773,0.9804764986038208,0.7541799545288086,0.6976556181907654,0.9484284520149231,0.6855002641677856,0.8686563372612,0.9119372367858887,0.8677070736885071,0.7226299047470093,0.9825929403305054,0.9223223924636841,0.9463323354721069,0.7988191843032837,0.9484128952026367,0.9704924821853638,0.6001055836677551,0.9699121117591858,0.8506858563423156
/root/cv/cv_facelock/celeba_hq_multi/protected_edited/eps0,0.8824602365493774,0.46989840269088745,0.5994790196418762,0.8844329118728638,0.8453562259674072,0.9524592757225037,0.6930105686187744,0.8825756907463074,0.9559082388877869,0.6424670815467834,0.6068631410598755,0.8838594555854797,0.32423868775367737,0.8429131507873535,0.9610339403152466,0.6322038173675537,0.7930880784988403,0.9406676888465881,0.8624143004417419,0.8137514591217041,0.9024785757064819,0.7534898519515991,0.814314603805542,0.36357203125953674,0.9594296216964722,0.7704946422576904
